gene_id	transcript_id
FBgn0001174	FBtr0114554
FBgn0001179	FBtr0114599
FBgn0001180	FBtr0081951
FBgn0001185	FBtr0335138
FBgn0001186	FBtr0071361
FBgn0001187	FBtr0087399
FBgn0001189	FBtr0333115
FBgn0001197	FBtr0334311
FBgn0001202	FBtr0081180
FBgn0001206	FBtr0071511
FBgn0001208	FBtr0334645
FBgn0001215	FBtr0085301
FBgn0001216	FBtr0075762
FBgn0001217	FBtr0082707
FBgn0001218	FBtr0073611
FBgn0001220	FBtr0339969
FBgn0001222	FBtr0110966
FBgn0001223	FBtr0100558
FBgn0001224	FBtr0309504
FBgn0001225	FBtr0076496
FBgn0001226	FBtr0346541
FBgn0001227	FBtr0076495
FBgn0001228	FBtr0303473
FBgn0001229	FBtr0076497
FBgn0001230	FBtr0084589
FBgn0001233	FBtr0332873
FBgn0001235	FBtr0082255
FBgn0001247	FBtr0273273
FBgn0001248	FBtr0333058
FBgn0001250	FBtr0074357
FBgn0001253	FBtr0333057
FBgn0001254	FBtr0073141
FBgn0001255	FBtr0310412
FBgn0001256	FBtr0075843
FBgn0001257	FBtr0073250
FBgn0001258	FBtr0332065
FBgn0001259	FBtr0078183
FBgn0001263	FBtr0305132
FBgn0001269	FBtr0345673
FBgn0001276	FBtr0088154
FBgn0001280	FBtr0085596
FBgn0001281	FBtr0085598
FBgn0001285	FBtr0345661
FBgn0001291	FBtr0330606
FBgn0001296	FBtr0302563
FBgn0001297	FBtr0290076
FBgn0001301	FBtr0081043
FBgn0001308	FBtr0087184
FBgn0001311	FBtr0078798
FBgn0001313	FBtr0346722
FBgn0001316	FBtr0333850
FBgn0001319	FBtr0112810
FBgn0001320	FBtr0344836
FBgn0001321	FBtr0082194
FBgn0001323	FBtr0078212
FBgn0001324	FBtr0074884
FBgn0001325	FBtr0333162
FBgn0001330	FBtr0070419
FBgn0001341	FBtr0070119
FBgn0001404	FBtr0340091
FBgn0001491	FBtr0073460
FBgn0001565	FBtr0343853
FBgn0001612	FBtr0073841
FBgn0001624	FBtr0301288
FBgn0001941	FBtr0079179
FBgn0001942	FBtr0307068
FBgn0001961	FBtr0080570
FBgn0001965	FBtr0080541
FBgn0001967	FBtr0290243
FBgn0001970	FBtr0080629
FBgn0001977	FBtr0080725
FBgn0001978	FBtr0080705
FBgn0001983	FBtr0080740
FBgn0001986	FBtr0080760
FBgn0001987	FBtr0080767
FBgn0001989	FBtr0343722
FBgn0001990	FBtr0080764
FBgn0001991	FBtr0479786
FBgn0001992	FBtr0080828
FBgn0001994	FBtr0080854
FBgn0001995	FBtr0080843
FBgn0002021	FBtr0081177
FBgn0002022	FBtr0081143
FBgn0002023	FBtr0329940
FBgn0002031	FBtr0346428
FBgn0002036	FBtr0081155
FBgn0002044	FBtr0331326
FBgn0002069	FBtr0087784
FBgn0002121	FBtr0078170
FBgn0002174	FBtr0089504
FBgn0002183	FBtr0072864
FBgn0002283	FBtr0075311
FBgn0002284	FBtr0075360
FBgn0002306	FBtr0081570
FBgn0002354	FBtr0082703
FBgn0002413	FBtr0085742
FBgn0002431	FBtr0339599
FBgn0002440	FBtr0077062
FBgn0002441	FBtr0085175
FBgn0002466	FBtr0332643
FBgn0002521	FBtr0089204
FBgn0002522	FBtr0081696
FBgn0002524	FBtr0080738
FBgn0002525	FBtr0079100
FBgn0002526	FBtr0077014
FBgn0002531	FBtr0333557
FBgn0002533	FBtr0333556
FBgn0002534	FBtr0333554
FBgn0002535	FBtr0088744
FBgn0002542	FBtr0081758
FBgn0002543	FBtr0329985
FBgn0002552	FBtr0088651
FBgn0002561	FBtr0070074
FBgn0002562	FBtr0073651
FBgn0002563	FBtr0345738
FBgn0002564	FBtr0072463
FBgn0002565	FBtr0345352
FBgn0002566	FBtr0344082
FBgn0002567	FBtr0089931
FBgn0002569	FBtr0088747
FBgn0002570	FBtr0088759
FBgn0002571	FBtr0088758
FBgn0002573	FBtr0075862
FBgn0002576	FBtr0071320
FBgn0002577	FBtr0073555
FBgn0002578	FBtr0310083
FBgn0002579	FBtr0070156
FBgn0002590	FBtr0345132
FBgn0002592	FBtr0084981
FBgn0002593	FBtr0331932
FBgn0002609	FBtr0084958
FBgn0002622	FBtr0084410
FBgn0002626	FBtr0085593
FBgn0002629	FBtr0084980
FBgn0002631	FBtr0084979
FBgn0002632	FBtr0084959
FBgn0002633	FBtr0084960
FBgn0002638	FBtr0077074
FBgn0002641	FBtr0077306
FBgn0002643	FBtr0087596
FBgn0002645	FBtr0085876
FBgn0002673	FBtr0331445
FBgn0002707	FBtr0070656
FBgn0002709	FBtr0100639
FBgn0002715	FBtr0342979
FBgn0002716	FBtr0086461
FBgn0002719	FBtr0082660
FBgn0002723	FBtr0073521
FBgn0002732	FBtr0084956
FBgn0002733	FBtr0084982
FBgn0002734	FBtr0084954
FBgn0002735	FBtr0084955
FBgn0002736	FBtr0071569
FBgn0002772	FBtr0085195
FBgn0002773	FBtr0089747
FBgn0002774	FBtr0086031
FBgn0002775	FBtr0076926
FBgn0002778	FBtr0075626
FBgn0002780	FBtr0310268
FBgn0002781	FBtr0084079
FBgn0002783	FBtr0083238
FBgn0002787	FBtr0330237
FBgn0002789	FBtr0345532
FBgn0002791	FBtr0072156
FBgn0002838	FBtr0085063
FBgn0002842	FBtr0078401
FBgn0002855	FBtr0079155
FBgn0002856	FBtr0079156
FBgn0002862	FBtr0082884
FBgn0002863	FBtr0084561
FBgn0002865	FBtr0085277
FBgn0002868	FBtr0334686
FBgn0002869	FBtr0346153
FBgn0002872	FBtr0072856
FBgn0002873	FBtr0308327
FBgn0002878	FBtr0073817
FBgn0002887	FBtr0346117
FBgn0002891	FBtr0088831
FBgn0002899	FBtr0076689
FBgn0002901	FBtr0075122
FBgn0002905	FBtr0082662
FBgn0002906	FBtr0082434
FBgn0002909	FBtr0344453
FBgn0002914	FBtr0074171
FBgn0002917	FBtr0344822
FBgn0002921	FBtr0089510
FBgn0002922	FBtr0084472
FBgn0002924	FBtr0085534
FBgn0002926	FBtr0076984
FBgn0002930	FBtr0089052
FBgn0002931	FBtr0290323
FBgn0002932	FBtr0082003
FBgn0002933	FBtr0070523
FBgn0002936	FBtr0078023
FBgn0002937	FBtr0082820
FBgn0002938	FBtr0079436
FBgn0002939	FBtr0081031
FBgn0002940	FBtr0083857
FBgn0002941	FBtr0330389
FBgn0002945	FBtr0075039
FBgn0002948	FBtr0340297
FBgn0002962	FBtr0083732
FBgn0002973	FBtr0339526
FBgn0002985	FBtr0077557
FBgn0002989	FBtr0077673
FBgn0003002	FBtr0479794
FBgn0003008	FBtr0072152
FBgn0003009	FBtr0072047
FBgn0003011	FBtr0083784
FBgn0003015	FBtr0081954
FBgn0003016	FBtr0301496
FBgn0003023	FBtr0071238
FBgn0003028	FBtr0301914
FBgn0003034	FBtr0075836
FBgn0003041	FBtr0076772
FBgn0003042	FBtr0078405
FBgn0003044	FBtr0086735
FBgn0003046	FBtr0079388
FBgn0003048	FBtr0342766
FBgn0003053	FBtr0070680
FBgn0003057	FBtr0074400
FBgn0003060	FBtr0082860
FBgn0003062	FBtr0071982
FBgn0003065	FBtr0085859
FBgn0003067	FBtr0086701
FBgn0003068	FBtr0070477
FBgn0003071	FBtr0088420
FBgn0003074	FBtr0088681
FBgn0003076	FBtr0075492
FBgn0003079	FBtr0070401
FBgn0003082	FBtr0088838
FBgn0003086	FBtr0070537
FBgn0003087	FBtr0332190
FBgn0003089	FBtr0075013
FBgn0003090	FBtr0089044
FBgn0003091	FBtr0087048
FBgn0003093	FBtr0085359
FBgn0003114	FBtr0086306
FBgn0003116	FBtr0070389
FBgn0003117	FBtr0083221
FBgn0003118	FBtr0089717
FBgn0003124	FBtr0074839
FBgn0003129	FBtr0111026
FBgn0003130	FBtr0329908
FBgn0003132	FBtr0074017
FBgn0003134	FBtr0334334
FBgn0003137	FBtr0301837
FBgn0003139	FBtr0070921
FBgn0003140	FBtr0344898
FBgn0003141	FBtr0089395
FBgn0003145	FBtr0080298
FBgn0003149	FBtr0076594
FBgn0003159	FBtr0343597
FBgn0003162	FBtr0071580
FBgn0003165	FBtr0081992
FBgn0003169	FBtr0330227
FBgn0003174	FBtr0332461
FBgn0003175	FBtr0071838
FBgn0003187	FBtr0306165
FBgn0003189	FBtr0089734
FBgn0003204	FBtr0474163
FBgn0003205	FBtr0082122
FBgn0003206	FBtr0073212
FBgn0003209	FBtr0303868
FBgn0003210	FBtr0343568
FBgn0003218	FBtr0331717
FBgn0003227	FBtr0083193
FBgn0003231	FBtr0100289
FBgn0003248	FBtr0083697
FBgn0003249	FBtr0083876
FBgn0003250	FBtr0075338
FBgn0003254	FBtr0330058
FBgn0003255	FBtr0080610
FBgn0003256	FBtr0113700
FBgn0003257	FBtr0084038
FBgn0003261	FBtr0078652
FBgn0003267	FBtr0085090
FBgn0003268	FBtr0085795
FBgn0003270	FBtr0081081
FBgn0003274	FBtr0087105
FBgn0003275	FBtr0078787
FBgn0003277	FBtr0073542
FBgn0003278	FBtr0078054
FBgn0003279	FBtr0085248
FBgn0003285	FBtr0343758
FBgn0003292	FBtr0076146
FBgn0003295	FBtr0072681
FBgn0003300	FBtr0077279
FBgn0003301	FBtr0073992
FBgn0003302	FBtr0307288
FBgn0003308	FBtr0082704
FBgn0003310	FBtr0077993
FBgn0003312	FBtr0082475
FBgn0003313	FBtr0308136
FBgn0003317	FBtr0308825
FBgn0003319	FBtr0344008
FBgn0003321	FBtr0073411
FBgn0003326	FBtr0087856
FBgn0003330	FBtr0085245
FBgn0003334	FBtr0306008
FBgn0003339	FBtr0479791
FBgn0003345	FBtr0479844
FBgn0003346	FBtr0334174
FBgn0003353	FBtr0343342
FBgn0003356	FBtr0085512
FBgn0003357	FBtr0346340
FBgn0003358	FBtr0085511
FBgn0003360	FBtr0073424
FBgn0003366	FBtr0073393
FBgn0003371	FBtr0331752
FBgn0003372	FBtr0077393
FBgn0003373	FBtr0076096
FBgn0003374	FBtr0346736
FBgn0003375	FBtr0083461
FBgn0003377	FBtr0076095
FBgn0003378	FBtr0076160
FBgn0003380	FBtr0346706
FBgn0003382	FBtr0273343
FBgn0003386	FBtr0289989
FBgn0003388	FBtr0333031
FBgn0003390	FBtr0340088
FBgn0003391	FBtr0071546
FBgn0003392	FBtr0333717
FBgn0003396	FBtr0330620
FBgn0003401	FBtr0072237
FBgn0003410	FBtr0075332
FBgn0003411	FBtr0073461
FBgn0003415	FBtr0112830
FBgn0003416	FBtr0074230
FBgn0003423	FBtr0307529
FBgn0003429	FBtr0330286
FBgn0003430	FBtr0077499
FBgn0003435	FBtr0308790
FBgn0003444	FBtr0078129
FBgn0003447	FBtr0071101
FBgn0003448	FBtr0080739
FBgn0003449	FBtr0070748
FBgn0003450	FBtr0082716
FBgn0003459	FBtr0333042
FBgn0003460	FBtr0088970
FBgn0003462	FBtr0076229
FBgn0003463	FBtr0331760
FBgn0003464	FBtr0089678
FBgn0003475	FBtr0081352
FBgn0003479	FBtr0085589
FBgn0003480	FBtr0082933
FBgn0003482	FBtr0085116
FBgn0003483	FBtr0083183
FBgn0003486	FBtr0077130
FBgn0003495	FBtr0085137
FBgn0003499	FBtr0330050
FBgn0003502	FBtr0079617
FBgn0003507	FBtr0083215
FBgn0003510	FBtr0085557
FBgn0003511	FBtr0085556
FBgn0003512	FBtr0085558
FBgn0003513	FBtr0306026
FBgn0003514	FBtr0339503
FBgn0003515	FBtr0075391
FBgn0003517	FBtr0070289
FBgn0003520	FBtr0086783
FBgn0003525	FBtr0334867
FBgn0003527	FBtr0087825
FBgn0003545	FBtr0086881
FBgn0003557	FBtr0077822
FBgn0003559	FBtr0306544
FBgn0003567	FBtr0310002
FBgn0003575	FBtr0340082
FBgn0003598	FBtr0082736
FBgn0003607	FBtr0079636
FBgn0003612	FBtr0088570
FBgn0003638	FBtr0070176
FBgn0003651	FBtr0479795
FBgn0003654	FBtr0089406
FBgn0003655	FBtr0070922
FBgn0003656	FBtr0071125
FBgn0003660	FBtr0273274
FBgn0003676	FBtr0084290
FBgn0003683	FBtr0075112
FBgn0003687	FBtr0071679
FBgn0003701	FBtr0086825
FBgn0003710	FBtr0073219
FBgn0003714	FBtr0308831
FBgn0003716	FBtr0079087
FBgn0003719	FBtr0084691
FBgn0003720	FBtr0085709
FBgn0003721	FBtr0089965
FBgn0003731	FBtr0071654
FBgn0003733	FBtr0088938
FBgn0003741	FBtr0075364
FBgn0003742	FBtr0089621
FBgn0003744	FBtr0332154
FBgn0003747	FBtr0070802
FBgn0003748	FBtr0071540
FBgn0003751	FBtr0080078
FBgn0003861	FBtr0085513
FBgn0003862	FBtr0082947
FBgn0003863	FBtr0088161
FBgn0003865	FBtr0073582
FBgn0003866	FBtr0085906
FBgn0003867	FBtr0334312
FBgn0003870	FBtr0085829
FBgn0003882	FBtr0302338
FBgn0003884	FBtr0081639
FBgn0003885	FBtr0081538
FBgn0003886	FBtr0082087
FBgn0003889	FBtr0082046
FBgn0003890	FBtr0300611
FBgn0003891	FBtr0071582
FBgn0003892	FBtr0089427
FBgn0003896	FBtr0081111
FBgn0003900	FBtr0071953
FBgn0003941	FBtr0334787
FBgn0003942	FBtr0080016
FBgn0003943	FBtr0333142
FBgn0003944	FBtr0083347
FBgn0003950	FBtr0077259
FBgn0003961	FBtr0079486
FBgn0003963	FBtr0329895
FBgn0003964	FBtr0333803
FBgn0003965	FBtr0073386
FBgn0003969	FBtr0074142
FBgn0003975	FBtr0481629
FBgn0003977	FBtr0072037
FBgn0003978	FBtr0081347
FBgn0003979	FBtr0079239
FBgn0003980	FBtr0345439
FBgn0003983	FBtr0080521
FBgn0003984	FBtr0077082
FBgn0003996	FBtr0070490
FBgn0003997	FBtr0075133
FBgn0004003	FBtr0086510
FBgn0004034	FBtr0070071
FBgn0004045	FBtr0071419
FBgn0004047	FBtr0073821
FBgn0004049	FBtr0082793
FBgn0004050	FBtr0331161
FBgn0004052	FBtr0075549
FBgn0004053	FBtr0081670
FBgn0004054	FBtr0081671
FBgn0004055	FBtr0345678
FBgn0004057	FBtr0074748
FBgn0004066	FBtr0074210
FBgn0004087	FBtr0110910
FBgn0004101	FBtr0343314
FBgn0004102	FBtr0474137
FBgn0004103	FBtr0082595
FBgn0004106	FBtr0080051
FBgn0004107	FBtr0083921
FBgn0004108	FBtr0075323
FBgn0004110	FBtr0084086
FBgn0004117	FBtr0333920
FBgn0004118	FBtr0084681
FBgn0004132	FBtr0088953
FBgn0004133	FBtr0088952
FBgn0004143	FBtr0299565
FBgn0004167	FBtr0300017
FBgn0004168	FBtr0474126
FBgn0004169	FBtr0310136
FBgn0004170	FBtr0070073
FBgn0004171	FBtr0085278
FBgn0004172	FBtr0081584
FBgn0004173	FBtr0081586
FBgn0004174	FBtr0112841
FBgn0004175	FBtr0081588
FBgn0004177	FBtr0343416
FBgn0004179	FBtr0344983
FBgn0004181	FBtr0072454
FBgn0004197	FBtr0085128
FBgn0004198	FBtr0071068
FBgn0004227	FBtr0074233
FBgn0004228	FBtr0334084
FBgn0004237	FBtr0334495
FBgn0004240	FBtr0086620
FBgn0004242	FBtr0077726
FBgn0004244	FBtr0333836
FBgn0004359	FBtr0336724
FBgn0004360	FBtr0088512
FBgn0004362	FBtr0301410
FBgn0004363	FBtr0100584
FBgn0004367	FBtr0074271
FBgn0004368	FBtr0301793
FBgn0004369	FBtr0303148
FBgn0004370	FBtr0330392
FBgn0004372	FBtr0073006
FBgn0004373	FBtr0474147
FBgn0004374	FBtr0081332
FBgn0004378	FBtr0072733
FBgn0004379	FBtr0346530
FBgn0004380	FBtr0077157
FBgn0004381	FBtr0076030
FBgn0004387	FBtr0085211
FBgn0004389	FBtr0085754
FBgn0004390	FBtr0330168
FBgn0004391	FBtr0074077
FBgn0004394	FBtr0340540
FBgn0004395	FBtr0347570
FBgn0004396	FBtr0075557
FBgn0004397	FBtr0070420
FBgn0004400	FBtr0086897
FBgn0004401	FBtr0075199
FBgn0004403	FBtr0071095
FBgn0004404	FBtr0345291
FBgn0004406	FBtr0080571
FBgn0004407	FBtr0091627
FBgn0004414	FBtr0078482
FBgn0004419	FBtr0079975
FBgn0004425	FBtr0072628
FBgn0004427	FBtr0072634
FBgn0004428	FBtr0072630
FBgn0004429	FBtr0072633
FBgn0004430	FBtr0072631
FBgn0004431	FBtr0072637
FBgn0004432	FBtr0074238
FBgn0004435	FBtr0333101
FBgn0004436	FBtr0306106
FBgn0004449	FBtr0330159
FBgn0004456	FBtr0340190
FBgn0004463	FBtr0087977
FBgn0004465	FBtr0075359
FBgn0004507	FBtr0077828
FBgn0004509	FBtr0336806
FBgn0004510	FBtr0330167
FBgn0004511	FBtr0073612
FBgn0004512	FBtr0087801
FBgn0004513	FBtr0077011
FBgn0004514	FBtr0301930
FBgn0004516	FBtr0073275
FBgn0004552	FBtr0073213
FBgn0004554	FBtr0083502
FBgn0004556	FBtr0075347
FBgn0004567	FBtr0077500
FBgn0004569	FBtr0075408
FBgn0004573	FBtr0334508
FBgn0004574	FBtr0310632
FBgn0004575	FBtr0100471
FBgn0004577	FBtr0089287
FBgn0004580	FBtr0087056
FBgn0004581	FBtr0072232
FBgn0004583	FBtr0078059
FBgn0004584	FBtr0290241
FBgn0004587	FBtr0308197
FBgn0004588	FBtr0075587
FBgn0004589	FBtr0075571
FBgn0004590	FBtr0075586
FBgn0004591	FBtr0075572
FBgn0004592	FBtr0075585
FBgn0004593	FBtr0075584
FBgn0004594	FBtr0075573
FBgn0004595	FBtr0304604
FBgn0004597	FBtr0083010
FBgn0004598	FBtr0074265
FBgn0004606	FBtr0331180
FBgn0004607	FBtr0089070
FBgn0004611	FBtr0078050
FBgn0004618	FBtr0330042
FBgn0004619	FBtr0076982
FBgn0004620	FBtr0079106
FBgn0004622	FBtr0330298
FBgn0004623	FBtr0074949
FBgn0004629	FBtr0082980
FBgn0004635	FBtr0333207
FBgn0004636	FBtr0332671
FBgn0004638	FBtr0087698
FBgn0004643	FBtr0070441
FBgn0004644	FBtr0100506
FBgn0004646	FBtr0309873
FBgn0004647	FBtr0304659
FBgn0004648	FBtr0070087
FBgn0004649	FBtr0073898
FBgn0004650	FBtr0070207
FBgn0004652	FBtr0301284
FBgn0004654	FBtr0070384
FBgn0004655	FBtr0070429
FBgn0004656	FBtr0333307
FBgn0004657	FBtr0340136
FBgn0004666	FBtr0082710
FBgn0004687	FBtr0308579
FBgn0004698	FBtr0087373
FBgn0004777	FBtr0081689
FBgn0004778	FBtr0081695
FBgn0004779	FBtr0081694
FBgn0004780	FBtr0081690
FBgn0004781	FBtr0081693
FBgn0004782	FBtr0081692
FBgn0004783	FBtr0081691
FBgn0004784	FBtr0087047
FBgn0004795	FBtr0072073
FBgn0004797	FBtr0080917
FBgn0004811	FBtr0081316
FBgn0004828	FBtr0340343
FBgn0004832	FBtr0070670
FBgn0004837	FBtr0346621
FBgn0004838	FBtr0079346
FBgn0004839	FBtr0088028
FBgn0004841	FBtr0112789
FBgn0004842	FBtr0345267
FBgn0004852	FBtr0304746
FBgn0004854	FBtr0074429
FBgn0004855	FBtr0082925
FBgn0004856	FBtr0071350
FBgn0004858	FBtr0342915
FBgn0004859	FBtr0089178
FBgn0004860	FBtr0070433
FBgn0004861	FBtr0070432
FBgn0004862	FBtr0084087
FBgn0004863	FBtr0084111
FBgn0004864	FBtr0073457
FBgn0004865	FBtr0306157
FBgn0004867	FBtr0079905
FBgn0004868	FBtr0306169
FBgn0004870	FBtr0072642
FBgn0004872	FBtr0340227
FBgn0004875	FBtr0333208
